"","pair","from","to","n","cumsum","percent","lat_from","lon_from","lat_to","lon_to","dist"
"450","TDL-TDL","TDL","TDL",3,0.998732429080581,1.17367677724006e-05,-37.2374000549,-59.2279014587,-37.2374000549,-59.2279014587,0
"451","AEP-CSZ","AEP","CSZ",2,0.998740253592429,7.82451184826707e-06,-34.5592,-58.4156,-37.4333000183,-61.8833007812,446.535014835745
"452","AEP-CUT","AEP","CUT",2,0.998748078104277,7.82451184826707e-06,-34.5592,-58.4156,-38.9397010803,-69.2646026611,1081.36885798426
"453","AEP-EPA","AEP","EPA",2,0.998755902616126,7.82451184826707e-06,-34.5592,-58.4156,-34.6099,-58.6126,18.8951011589947
"454","AEP-ORA","AEP","ORA",2,0.998763727127974,7.82451184826707e-06,-34.5592,-58.4156,-23.1527996063,-64.3292007446,1392.18683055253
"455","AEP-PRQ","AEP","PRQ",2,0.998771551639822,7.82451184826707e-06,-34.5592,-58.4156,-26.753611,-60.492222,890.31095409334
"456","AEP-SST","AEP","SST",2,0.99877937615167,7.82451184826707e-06,-34.5592,-58.4156,-36.5423,-56.7218,268.513421798145
"457","AFA-BRC","AFA","BRC",2,0.998787200663519,7.82451184826707e-06,-34.588299,-68.4039,-41.1511993408,-71.1575012207,768.628107962194
"458","BHI-LPG","BHI","LPG",2,0.998795025175367,7.82451184826707e-06,-38.725,-62.1693,-34.9722,-57.8947,564.483232122953
"459","BHI-MDZ","BHI","MDZ",2,0.998802849687215,7.82451184826707e-06,-38.725,-62.1693,-32.8316993713,-68.7929000854,886.291784575513
"460","BHI-PSS","BHI","PSS",2,0.998810674199063,7.82451184826707e-06,-38.725,-62.1693,-27.3858,-55.9707,1385.97439522793
"461","BRC-PMQ","BRC","PMQ",2,0.998818498710912,7.82451184826707e-06,-41.1511993408,-71.1575012207,-46.5378990173,-70.9786987305,599.144813729641
"462","BRC-RGA","BRC","RGA",2,0.99882632322276,7.82451184826707e-06,-41.1511993408,-71.1575012207,-53.7777,-67.7494,1426.75650673923
"463","BRC-SDE","BRC","SDE",2,0.998834147734608,7.82451184826707e-06,-41.1511993408,-71.1575012207,-27.7655563354,-64.3099975586,1614.01235987488
"464","CNQ-COC","CNQ","COC",2,0.998841972246456,7.82451184826707e-06,-27.4455,-58.7619,-31.2969,-57.9966,434.624933438178
"465","CNQ-MDZ","CNQ","MDZ",2,0.998849796758305,7.82451184826707e-06,-27.4455,-58.7619,-32.8316993713,-68.7929000854,1134.54604863354
"466","CNQ-RCQ","CNQ","RCQ",2,0.998857621270153,7.82451184826707e-06,-27.4455,-58.7619,-29.2103,-59.68,215.830826887725
"467","COC-RCU","COC","RCU",2,0.998865445782001,7.82451184826707e-06,-31.2969,-57.9966,-33.0850982666,-64.2612991333,622.020173752318
"468","COC-SLA","COC","SLA",2,0.99887327029385,7.82451184826707e-06,-31.2969,-57.9966,-24.8560009003,-65.4861984253,1025.49645682248
"469","COR-PMY","COR","PMY",2,0.998881094805698,7.82451184826707e-06,-31.323601,-64.208,-42.7592,-65.1027,1274.03541742714
"470","COR-PRQ","COR","PRQ",2,0.998888919317546,7.82451184826707e-06,-31.323601,-64.208,-26.753611,-60.492222,623.357142042704
"471","COR-RGL","COR","RGL",2,0.998896743829394,7.82451184826707e-06,-31.323601,-64.208,-51.6089,-69.3126,2293.97480920247
"472","CPC-FMA","CPC","FMA",2,0.998904568341243,7.82451184826707e-06,-40.0754013062,-71.137298584,-26.2127,-58.2281,1950.04851349613
"473","CSZ-MDZ","CSZ","MDZ",2,0.998912392853091,7.82451184826707e-06,-37.4333000183,-61.8833007812,-32.8316993713,-68.7929000854,809.901630572697
"474","CTC-JUJ","CTC","JUJ",2,0.998920217364939,7.82451184826707e-06,-28.5956001282,-65.751701355,-24.3927993774,-65.0978012085,471.835546290404
"475","CTC-MDQ","CTC","MDQ",2,0.998928041876787,7.82451184826707e-06,-28.5956001282,-65.751701355,-37.9342,-57.5733,1285.78334238526
"476","CTC-UAQ","CTC","UAQ",2,0.998935866388636,7.82451184826707e-06,-28.5956001282,-65.751701355,-31.571501,-68.418198,418.67524106097
"477","EHL-NQN","EHL","NQN",2,0.998943690900484,7.82451184826707e-06,-41.9431991577,-71.5323028564,-38.9490013123,-68.1557006836,438.659956882242
"478","ELO-FDO","ELO","FDO",2,0.998951515412332,7.82451184826707e-06,-26.3974990845,-54.5746994019,-34.4532,-58.5896,974.706700917408
"479","EPA-LPG","EPA","LPG",2,0.998959339924181,7.82451184826707e-06,-34.6099,-58.6126,-34.9722,-57.8947,76.9454618333511
"480","EQS-FMA","EQS","FMA",2,0.998967164436029,7.82451184826707e-06,-42.908000946,-71.139503479,-26.2127,-58.2281,2195.04700922063
"481","EQS-FTE","EQS","FTE",2,0.998974988947877,7.82451184826707e-06,-42.908000946,-71.139503479,-50.2803,-72.053101,822.711254618726
"482","EQS-SLA","EQS","SLA",2,0.998982813459725,7.82451184826707e-06,-42.908000946,-71.139503479,-24.8560009003,-65.4861984253,2072.71971691393
"483","EZE-GPO","EZE","GPO",2,0.998990637971574,7.82451184826707e-06,-34.8222,-58.5358,-35.6962013245,-63.7583007812,483.974400951443
"484","EZE-RCU","EZE","RCU",2,0.998998462483422,7.82451184826707e-06,-34.8222,-58.5358,-33.0850982666,-64.2612991333,562.198834595027
"485","EZE-TDL","EZE","TDL",2,0.99900628699527,7.82451184826707e-06,-34.8222,-58.5358,-37.2374000549,-59.2279014587,275.672506943714
"486","FDO-RLO","FDO","RLO",2,0.999014111507118,7.82451184826707e-06,-34.4532,-58.5896,-32.3847007751,-65.1865005493,653.871931000205
"487","FDO-VDR","FDO","VDR",2,0.999021936018967,7.82451184826707e-06,-34.4532,-58.5896,-31.9451999664,-65.1463012695,670.593997994561
"488","FMA-PRA","FMA","PRA",2,0.999029760530815,7.82451184826707e-06,-26.2127,-58.2281,-31.7948,-60.4804,658.158147064649
"489","FMA-UAQ","FMA","UAQ",2,0.999037585042663,7.82451184826707e-06,-26.2127,-58.2281,-31.571501,-68.418198,1156.39573783618
"490","FTE-IGR","FTE","IGR",2,0.999045409554511,7.82451184826707e-06,-50.2803,-72.053101,-25.7373008728,-54.473400116,3115.91793068243
"491","FTE-MDZ","FTE","MDZ",2,0.99905323406636,7.82451184826707e-06,-50.2803,-72.053101,-32.8316993713,-68.7929000854,1958.57612997927
"492","FTE-NQN","FTE","NQN",2,0.999061058578208,7.82451184826707e-06,-50.2803,-72.053101,-38.9490013123,-68.1557006836,1296.72204932847
"493","FTE-PMY","FTE","PMY",2,0.999068883090056,7.82451184826707e-06,-50.2803,-72.053101,-42.7592,-65.1027,990.090134624153
"494","FTE-RYO","FTE","RYO",2,0.999076707601904,7.82451184826707e-06,-50.2803,-72.053101,-51.605,-72.2203,147.764892956626
"495","GHU-MDQ","GHU","MDQ",2,0.999084532113753,7.82451184826707e-06,-33.0103,-58.6131,-37.9342,-57.5733,555.538101079401
"496","GPO-MDQ","GPO","MDQ",2,0.999092356625601,7.82451184826707e-06,-35.6962013245,-63.7583007812,-37.9342,-57.5733,604.040114513083
"497","GPO-MDZ","GPO","MDZ",2,0.999100181137449,7.82451184826707e-06,-35.6962013245,-63.7583007812,-32.8316993713,-68.7929000854,561.572370373911
"498","IGR-IGR","IGR","IGR",2,0.999108005649298,7.82451184826707e-06,-25.7373008728,-54.473400116,-25.7373008728,-54.473400116,0
"499","IGR-PMY","IGR","PMY",2,0.999115830161146,7.82451184826707e-06,-25.7373008728,-54.473400116,-42.7592,-65.1027,2125.85515909445
"500","IGR-PRA","IGR","PRA",2,0.999123654672994,7.82451184826707e-06,-25.7373008728,-54.473400116,-31.7948,-60.4804,892.097045671109
"501","IGR-USH","IGR","USH",2,0.999131479184842,7.82451184826707e-06,-25.7373008728,-54.473400116,-54.8433,-68.2958,3428.02975952216
"502","IRJ-IRJ","IRJ","IRJ",2,0.999139303696691,7.82451184826707e-06,-29.3815994263,-66.7957992554,-29.3815994263,-66.7957992554,0
"503","JUJ-MDZ","JUJ","MDZ",2,0.999147128208539,7.82451184826707e-06,-24.3927993774,-65.0978012085,-32.8316993713,-68.7929000854,1005.07390986567
"504","JUJ-SDE","JUJ","SDE",2,0.999154952720387,7.82451184826707e-06,-24.3927993774,-65.0978012085,-27.7655563354,-64.3099975586,383.1940858218
"505","LPG-MDZ","LPG","MDZ",2,0.999162777232235,7.82451184826707e-06,-34.9722,-57.8947,-32.8316993713,-68.7929000854,1032.98993826413
"506","LPG-PSS","LPG","PSS",2,0.999170601744084,7.82451184826707e-06,-34.9722,-57.8947,-27.3858,-55.9707,863.138260688454
"507","LPG-TDL","LPG","TDL",2,0.999178426255932,7.82451184826707e-06,-34.9722,-57.8947,-37.2374000549,-59.2279014587,278.896903577164
"508","LPG-VDM","LPG","VDM",2,0.99918625076778,7.82451184826707e-06,-34.9722,-57.8947,-40.8692,-63.0004,793.720290489986
"509","LUQ-MDQ","LUQ","MDQ",2,0.999194075279628,7.82451184826707e-06,-33.2732009888,-66.3563995361,-37.9342,-57.5733,947.551366822485
"510","MDQ-PSS","MDQ","PSS",2,0.999201899791477,7.82451184826707e-06,-37.9342,-57.5733,-27.3858,-55.9707,1182.42393468611
"511","MDZ-OVR","MDZ","OVR",2,0.999209724303325,7.82451184826707e-06,-32.8316993713,-68.7929000854,-36.8899993896,-60.2165985107,902.743676871221
"512","MDZ-RSA","MDZ","RSA",2,0.999217548815173,7.82451184826707e-06,-32.8316993713,-68.7929000854,-36.588299,-64.275703,587.195005728583
"513","NQN-OVR","NQN","OVR",2,0.999225373327022,7.82451184826707e-06,-38.9490013123,-68.1557006836,-36.8899993896,-60.2165985107,732.778026225472
"514","NQN-SDE","NQN","SDE",2,0.99923319783887,7.82451184826707e-06,-38.9490013123,-68.1557006836,-27.7655563354,-64.3099975586,1293.45416058014
"515","NQN-SFN","NQN","SFN",2,0.999241022350718,7.82451184826707e-06,-38.9490013123,-68.1557006836,-31.7117,-60.8117,1043.929941603
"516","NQN-SLA","NQN","SLA",2,0.999248846862566,7.82451184826707e-06,-38.9490013123,-68.1557006836,-24.8560009003,-65.4861984253,1586.98264102982
"517","NQN-VLG","NQN","VLG",2,0.999256671374415,7.82451184826707e-06,-38.9490013123,-68.1557006836,-37.2354,-57.0292,991.502554144043
"518","ORA-SLA","ORA","SLA",2,0.999264495886263,7.82451184826707e-06,-23.1527996063,-64.3292007446,-24.8560009003,-65.4861984253,222.885959884141
"519","OVR-UAQ","OVR","UAQ",2,0.999272320398111,7.82451184826707e-06,-36.8899993896,-60.2165985107,-31.571501,-68.418198,957.590067150001
"520","OYO-ROS","OYO","ROS",2,0.999280144909959,7.82451184826707e-06,-38.3869,-60.3297,-32.9036,-60.785,611.098924416205
"521","OYO-UAQ","OYO","UAQ",2,0.999287969421808,7.82451184826707e-06,-38.3869,-60.3297,-31.571501,-68.418198,1056.17639926808
"522","PRA-PRA","PRA","PRA",2,0.999295793933656,7.82451184826707e-06,-31.7948,-60.4804,-31.7948,-60.4804,0
"523","PRA-RAF","PRA","RAF",2,0.999303618445504,7.82451184826707e-06,-31.7948,-60.4804,-31.2825,-61.5017,112.30704042202
"524","PRA-RCU","PRA","RCU",2,0.999311442957353,7.82451184826707e-06,-31.7948,-60.4804,-33.0850982666,-64.2612991333,382.690413431858
"525","PRA-SDE","PRA","SDE",2,0.999319267469201,7.82451184826707e-06,-31.7948,-60.4804,-27.7655563354,-64.3099975586,580.696744853933
"526","PSS-RCU","PSS","RCU",2,0.999327091981049,7.82451184826707e-06,-27.3858,-55.9707,-33.0850982666,-64.2612991333,1017.1699510567
"527","PSS-SLA","PSS","SLA",2,0.999334916492897,7.82451184826707e-06,-27.3858,-55.9707,-24.8560009003,-65.4861984253,990.452021207023
"528","RAF-SFN","RAF","SFN",2,0.999342741004746,7.82451184826707e-06,-31.2825,-61.5017,-31.7117,-60.8117,80.9780032874147
"529","RCQ-SFN","RCQ","SFN",2,0.999350565516594,7.82451184826707e-06,-29.2103,-59.68,-31.7117,-60.8117,298.538795990933
"530","RCU-SLA","RCU","SLA",2,0.999358390028442,7.82451184826707e-06,-33.0850982666,-64.2612991333,-24.8560009003,-65.4861984253,922.734486095753
"531","RCU-TUC","RCU","TUC",2,0.99936621454029,7.82451184826707e-06,-33.0850982666,-64.2612991333,-26.8409,-65.104897,699.053542250204
"532","REL-REL","REL","REL",2,0.999374039052139,7.82451184826707e-06,-43.2105,-65.2703,-43.2105,-65.2703,0
"533","REL-ROY","REL","ROY",2,0.999381863563987,7.82451184826707e-06,-43.2105,-65.2703,-45.7038993835,-70.2455978394,482.343800179637
"534","RES-SFN","RES","SFN",2,0.999389688075835,7.82451184826707e-06,-27.45,-59.0561,-31.7117,-60.8117,503.345551565685
"535","RGA-RGA","RGA","RGA",2,0.999397512587683,7.82451184826707e-06,-53.7777,-67.7494,-53.7777,-67.7494,0
"536","RGA-VDM","RGA","VDM",2,0.999405337099532,7.82451184826707e-06,-53.7777,-67.7494,-40.8692,-63.0004,1478.47404632828
"537","RGL-RYO","RGL","RYO",2,0.99941316161138,7.82451184826707e-06,-51.6089,-69.3126,-51.605,-72.2203,200.786917822255
"538","RGL-VDM","RGL","VDM",2,0.999420986123228,7.82451184826707e-06,-51.6089,-69.3126,-40.8692,-63.0004,1287.90780212387
"539","SDE-UAQ","SDE","UAQ",2,0.999428810635076,7.82451184826707e-06,-27.7655563354,-64.3099975586,-31.571501,-68.418198,580.101752823398
"540","SST-VLG","SST","VLG",2,0.999436635146925,7.82451184826707e-06,-36.5423,-56.7218,-37.2354,-57.0292,81.7741893847236
"541","UAQ-UAQ","UAQ","UAQ",2,0.999444459658773,7.82451184826707e-06,-31.571501,-68.418198,-31.571501,-68.418198,0
"542","UAQ-VME","UAQ","VME",2,0.999452284170621,7.82451184826707e-06,-31.571501,-68.418198,-33.7299003601,-65.3873977661,371.605909599625
"543","AEP-EHL","AEP","EHL",1,0.999456196426545,3.91225592413353e-06,-34.5592,-58.4156,-41.9431991577,-71.5323028564,1406.63343188937
"544","AEP-ELO","AEP","ELO",1,0.99946010868247,3.91225592413353e-06,-34.5592,-58.4156,-26.3974990845,-54.5746994019,979.094516637589
"545","AEP-JNI","AEP","JNI",1,0.999464020938394,3.91225592413353e-06,-34.5592,-58.4156,-34.5459,-60.9306,230.324630072432
"546","AEP-OES","AEP","OES",1,0.999467933194318,3.91225592413353e-06,-34.5592,-58.4156,-40.7512,-65.0343,901.384938298968
"547","AEP-VDR","AEP","VDR",1,0.999471845450242,3.91225592413353e-06,-34.5592,-58.4156,-31.9451999664,-65.1463012695,689.867105258349
"548","AFA-EZE","AFA","EZE",1,0.999475757706166,3.91225592413353e-06,-34.588299,-68.4039,-34.8222,-58.5358,902.078543260088
"549","AFA-LGS","AFA","LGS",1,0.99947966996209,3.91225592413353e-06,-34.588299,-68.4039,-35.493598938,-69.5743026733,146.58207697664
"550","AFA-NQN","AFA","NQN",1,0.999483582218014,3.91225592413353e-06,-34.588299,-68.4039,-38.9490013123,-68.1557006836,485.391059326001
"551","AFA-PSS","AFA","PSS",1,0.999487494473938,3.91225592413353e-06,-34.588299,-68.4039,-27.3858,-55.9707,1428.56307665131
"552","AFA-RCU","AFA","RCU",1,0.999491406729863,3.91225592413353e-06,-34.588299,-68.4039,-33.0850982666,-64.2612991333,417.486604068741
"553","BHI-BHI","BHI","BHI",1,0.999495318985787,3.91225592413353e-06,-38.725,-62.1693,-38.725,-62.1693,0
"554","BHI-CSZ","BHI","CSZ",1,0.999499231241711,3.91225592413353e-06,-38.725,-62.1693,-37.4333000183,-61.8833007812,145.79537148686
"555","BHI-CTC","BHI","CTC",1,0.999503143497635,3.91225592413353e-06,-38.725,-62.1693,-28.5956001282,-65.751701355,1173.83478838727
"556","BHI-EQS","BHI","EQS",1,0.999507055753559,3.91225592413353e-06,-38.725,-62.1693,-42.908000946,-71.139503479,885.921017328071
"557","BHI-GPO","BHI","GPO",1,0.999510968009483,3.91225592413353e-06,-38.725,-62.1693,-35.6962013245,-63.7583007812,364.985018706294
"558","BHI-LUQ","BHI","LUQ",1,0.999514880265407,3.91225592413353e-06,-38.725,-62.1693,-33.2732009888,-66.3563995361,713.494992578307
"559","BHI-OVR","BHI","OVR",1,0.999518792521332,3.91225592413353e-06,-38.725,-62.1693,-36.8899993896,-60.2165985107,266.560482220998
"560","BHI-OYO","BHI","OYO",1,0.999522704777256,3.91225592413353e-06,-38.725,-62.1693,-38.3869,-60.3297,164.316611431102
"561","BHI-RES","BHI","RES",1,0.99952661703318,3.91225592413353e-06,-38.725,-62.1693,-27.45,-59.0561,1286.59125259544
"562","BHI-SLA","BHI","SLA",1,0.999530529289104,3.91225592413353e-06,-38.725,-62.1693,-24.8560009003,-65.4861984253,1573.37151229958
"563","BHI-ULA","BHI","ULA",1,0.999534441545028,3.91225592413353e-06,-38.725,-62.1693,-49.3068,-67.8026,1259.02119929611
"564","BRC-EPA","BRC","EPA",1,0.999538353800952,3.91225592413353e-06,-41.1511993408,-71.1575012207,-34.6099,-58.6126,1317.47015911384
"565","BRC-NEC","BRC","NEC",1,0.999542266056876,3.91225592413353e-06,-41.1511993408,-71.1575012207,-38.4831,-58.8172,1093.83052445736
"566","BRC-OES","BRC","OES",1,0.9995461783128,3.91225592413353e-06,-41.1511993408,-71.1575012207,-40.7512,-65.0343,516.050298714144
"567","BRC-RLO","BRC","RLO",1,0.999550090568725,3.91225592413353e-06,-41.1511993408,-71.1575012207,-32.3847007751,-65.1865005493,1109.74095443267
"568","CNQ-LPG","CNQ","LPG",1,0.999554002824649,3.91225592413353e-06,-27.4455,-58.7619,-34.9722,-57.8947,840.972375640964
"569","CNQ-MDQ","CNQ","MDQ",1,0.999557915080573,3.91225592413353e-06,-27.4455,-58.7619,-37.9342,-57.5733,1171.54937707014
"570","CNQ-MDX","CNQ","MDX",1,0.999561827336497,3.91225592413353e-06,-27.4455,-58.7619,-29.2213993073,-58.0877990723,208.199596583694
"571","CNQ-SDE","CNQ","SDE",1,0.999565739592421,3.91225592413353e-06,-27.4455,-58.7619,-27.7655563354,-64.3099975586,547.79946887805
"572","CNQ-TUC","CNQ","TUC",1,0.999569651848345,3.91225592413353e-06,-27.4455,-58.7619,-26.8409,-65.104897,631.151471423123
"573","CNQ-UAQ","CNQ","UAQ",1,0.999573564104269,3.91225592413353e-06,-27.4455,-58.7619,-31.571501,-68.418198,1040.40473598458
"574","COC-ELO","COC","ELO",1,0.999577476360194,3.91225592413353e-06,-31.2969,-57.9966,-26.3974990845,-54.5746994019,638.540733480674
"575","COC-IGR","COC","IGR",1,0.999581388616118,3.91225592413353e-06,-31.2969,-57.9966,-25.7373008728,-54.473400116,707.447198983882
"576","COC-LPG","COC","LPG",1,0.999585300872042,3.91225592413353e-06,-31.2969,-57.9966,-34.9722,-57.8947,408.784758143558
"577","COC-MDQ","COC","MDQ",1,0.999589213127966,3.91225592413353e-06,-31.2969,-57.9966,-37.9342,-57.5733,739.04720454512
"578","COC-OES","COC","OES",1,0.99959312538389,3.91225592413353e-06,-31.2969,-57.9966,-40.7512,-65.0343,1226.05585842673
"579","COC-ROS","COC","ROS",1,0.999597037639814,3.91225592413353e-06,-31.2969,-57.9966,-32.9036,-60.785,317.634923671622
"580","COR-CPC","COR","CPC",1,0.999600949895738,3.91225592413353e-06,-31.323601,-64.208,-40.0754013062,-71.137298584,1156.0482532799
"581","COR-GHU","COR","GHU",1,0.999604862151663,3.91225592413353e-06,-31.323601,-64.208,-33.0103,-58.6131,558.934080183403
"582","COR-LCM","COR","LCM",1,0.999608774407587,3.91225592413353e-06,-31.323601,-64.208,-31.0058002472,-64.5318984985,46.8883412475707
"583","COR-LGS","COR","LGS",1,0.999612686663511,3.91225592413353e-06,-31.323601,-64.208,-35.493598938,-69.5743026733,680.298959887471
"584","COR-MDX","COR","MDX",1,0.999616598919435,3.91225592413353e-06,-31.323601,-64.208,-29.2213993073,-58.0877990723,632.386393005866
"585","COR-PEH","COR","PEH",1,0.999620511175359,3.91225592413353e-06,-31.323601,-64.208,-35.8446,-61.8576,547.78191988888
"586","COR-RAF","COR","RAF",1,0.999624423431283,3.91225592413353e-06,-31.323601,-64.208,-31.2825,-61.5017,257.155412950226
"587","COR-VDR","COR","VDR",1,0.999628335687207,3.91225592413353e-06,-31.323601,-64.208,-31.9451999664,-65.1463012695,112.553162519351
"588","CPC-MDQ","CPC","MDQ",1,0.999632247943131,3.91225592413353e-06,-40.0754013062,-71.137298584,-37.9342,-57.5733,1194.72327010084
"589","CPC-USH","CPC","USH",1,0.999636160199056,3.91225592413353e-06,-40.0754013062,-71.137298584,-54.8433,-68.2958,1655.60125531289
"590","CPC-VDM","CPC","VDM",1,0.99964007245498,3.91225592413353e-06,-40.0754013062,-71.137298584,-40.8692,-63.0004,693.662756039164
"591","CRD-NEC","CRD","NEC",1,0.999643984710904,3.91225592413353e-06,-45.7853,-67.4655,-38.4831,-58.8172,1079.36816342933
"592","CRD-RYO","CRD","RYO",1,0.999647896966828,3.91225592413353e-06,-45.7853,-67.4655,-51.605,-72.2203,734.849265594369
"593","CRR-EZE","CRR","EZE",1,0.999651809222752,3.91225592413353e-06,-29.872292,-61.927925,-34.8222,-58.5358,635.876510589143
"594","CTC-IGR","CTC","IGR",1,0.999655721478676,3.91225592413353e-06,-28.5956001282,-65.751701355,-25.7373008728,-54.473400116,1159.56701947082
"595","CTC-LUQ","CTC","LUQ",1,0.9996596337346,3.91225592413353e-06,-28.5956001282,-65.751701355,-33.2732009888,-66.3563995361,523.309734013817
"596","CTC-TTG","CTC","TTG",1,0.999663545990525,3.91225592413353e-06,-28.5956001282,-65.751701355,-22.619600296,-63.7937011719,692.855513983513
"597","EHL-FDO","EHL","FDO",1,0.999667458246449,3.91225592413353e-06,-41.9431991577,-71.5323028564,-34.4532,-58.5896,1401.96713416273
"598","EPA-EZE","EPA","EZE",1,0.999671370502373,3.91225592413353e-06,-34.6099,-58.6126,-34.8222,-58.5358,24.6282266988795
"599","EPA-SFN","EPA","SFN",1,0.999675282758297,3.91225592413353e-06,-34.6099,-58.6126,-31.7117,-60.8117,381.754934452108
"600","EQS-ROS","EQS","ROS",1,0.999679195014221,3.91225592413353e-06,-42.908000946,-71.139503479,-32.9036,-60.785,1433.88915418555
"601","EZE-JNI","EZE","JNI",1,0.999683107270145,3.91225592413353e-06,-34.8222,-58.5358,-34.5459,-60.9306,221.109820524551
"602","EZE-OVR","EZE","OVR",1,0.999687019526069,3.91225592413353e-06,-34.8222,-58.5358,-36.8899993896,-60.2165985107,275.328502288331
"603","EZE-RLO","EZE","RLO",1,0.999690931781993,3.91225592413353e-06,-34.8222,-58.5358,-32.3847007751,-65.1865005493,672.741193026931
"604","EZE-RYO","EZE","RYO",1,0.999694844037918,3.91225592413353e-06,-34.8222,-58.5358,-51.605,-72.2203,2162.73311808608
"605","EZE-RZA","EZE","RZA",1,0.999698756293842,3.91225592413353e-06,-34.8222,-58.5358,-50.0165,-68.5792,1876.00227551847
"606","FDO-LCM","FDO","LCM",1,0.999702668549766,3.91225592413353e-06,-34.4532,-58.5896,-31.0058002472,-64.5318984985,674.996935260321
"607","FDO-PEH","FDO","PEH",1,0.99970658080569,3.91225592413353e-06,-34.4532,-58.5896,-35.8446,-61.8576,334.965253256786
"608","FDO-PMQ","FDO","PMQ",1,0.999710493061614,3.91225592413353e-06,-34.4532,-58.5896,-46.5378990173,-70.9786987305,1699.51588716517
"609","FDO-PUD","FDO","PUD",1,0.999714405317538,3.91225592413353e-06,-34.4532,-58.5896,-47.7353,-65.9041,1597.24455969581
"610","FMA-PRQ","FMA","PRQ",1,0.999718317573462,3.91225592413353e-06,-26.2127,-58.2281,-26.753611,-60.492222,233.225346038865
"611","FMA-SDE","FMA","SDE",1,0.999722229829387,3.91225592413353e-06,-26.2127,-58.2281,-27.7655563354,-64.3099975586,626.786694657903
"612","FTE-SLA","FTE","SLA",1,0.999726142085311,3.91225592413353e-06,-50.2803,-72.053101,-24.8560009003,-65.4861984253,2882.99244449401
"613","GHU-GHU","GHU","GHU",1,0.999730054341235,3.91225592413353e-06,-33.0103,-58.6131,-33.0103,-58.6131,0
"614","GNR-MDZ","GNR","MDZ",1,0.999733966597159,3.91225592413353e-06,-39.0007019043,-67.6204986572,-32.8316993713,-68.7929000854,694.019263027365
"615","GNR-UAQ","GNR","UAQ",1,0.999737878853083,3.91225592413353e-06,-39.0007019043,-67.6204986572,-31.571501,-68.418198,829.245248787456
"616","GPO-GPO","GPO","GPO",1,0.999741791109007,3.91225592413353e-06,-35.6962013245,-63.7583007812,-35.6962013245,-63.7583007812,0
"617","GPO-RCU","GPO","RCU",1,0.999745703364931,3.91225592413353e-06,-35.6962013245,-63.7583007812,-33.0850982666,-64.2612991333,293.98550924656
"618","GPO-RES","GPO","RES",1,0.999749615620855,3.91225592413353e-06,-35.6962013245,-63.7583007812,-27.45,-59.0561,1019.04202030948
"619","GPO-VDM","GPO","VDM",1,0.99975352787678,3.91225592413353e-06,-35.6962013245,-63.7583007812,-40.8692,-63.0004,578.995285675723
"620","IGR-JUJ","IGR","JUJ",1,0.999757440132704,3.91225592413353e-06,-25.7373008728,-54.473400116,-24.3927993774,-65.0978012085,1080.20491747653
"621","IRJ-PRA","IRJ","PRA",1,0.999761352388628,3.91225592413353e-06,-29.3815994263,-66.7957992554,-31.7948,-60.4804,661.243961200468
"622","IRJ-RCU","IRJ","RCU",1,0.999765264644552,3.91225592413353e-06,-29.3815994263,-66.7957992554,-33.0850982666,-64.2612991333,477.087451931818
"623","IRJ-ROS","IRJ","ROS",1,0.999769176900476,3.91225592413353e-06,-29.3815994263,-66.7957992554,-32.9036,-60.785,693.046955664459
"624","IRJ-SDE","IRJ","SDE",1,0.9997730891564,3.91225592413353e-06,-29.3815994263,-66.7957992554,-27.7655563354,-64.3099975586,302.002045561961
"625","LCM-RCU","LCM","RCU",1,0.999777001412324,3.91225592413353e-06,-31.0058002472,-64.5318984985,-33.0850982666,-64.2612991333,232.609503816092
"626","LCM-RES","LCM","RES",1,0.999780913668249,3.91225592413353e-06,-31.0058002472,-64.5318984985,-27.45,-59.0561,662.154252715241
"627","LGS-SLA","LGS","SLA",1,0.999784825924173,3.91225592413353e-06,-35.493598938,-69.5743026733,-24.8560009003,-65.4861984253,1246.05299757648
"628","LGS-UAQ","LGS","UAQ",1,0.999788738180097,3.91225592413353e-06,-35.493598938,-69.5743026733,-31.571501,-68.418198,449.077656523969
"629","LPG-LPG","LPG","LPG",1,0.999792650436021,3.91225592413353e-06,-34.9722,-57.8947,-34.9722,-57.8947,0
"630","LPG-TUC","LPG","TUC",1,0.999796562691945,3.91225592413353e-06,-34.9722,-57.8947,-26.8409,-65.104897,1135.29259290897
"631","LUQ-NQN","LUQ","NQN",1,0.999800474947869,3.91225592413353e-06,-33.2732009888,-66.3563995361,-38.9490013123,-68.1557006836,651.446149012746
"632","LUQ-RCU","LUQ","RCU",1,0.999804387203793,3.91225592413353e-06,-33.2732009888,-66.3563995361,-33.0850982666,-64.2612991333,196.098022494186
"633","LUQ-RSA","LUQ","RSA",1,0.999808299459717,3.91225592413353e-06,-33.2732009888,-66.3563995361,-36.588299,-64.275703,414.530261657831
"634","LUQ-SDE","LUQ","SDE",1,0.999812211715642,3.91225592413353e-06,-33.2732009888,-66.3563995361,-27.7655563354,-64.3099975586,642.981228666961
"635","LUQ-SFN","LUQ","SFN",1,0.999816123971566,3.91225592413353e-06,-33.2732009888,-66.3563995361,-31.7117,-60.8117,548.161618829164
"636","LUQ-VME","LUQ","VME",1,0.99982003622749,3.91225592413353e-06,-33.2732009888,-66.3563995361,-33.7299003601,-65.3873977661,103.205528609586
