"","pair","from","to","n","cumsum","percent","lat_from","lon_from","lat_to","lon_to","dist"
"637","MDQ-RAF","MDQ","RAF",1,0.999823948483414,3.91225592413353e-06,-37.9342,-57.5733,-31.2825,-61.5017,822.161309701138
"638","MDQ-RCU","MDQ","RCU",1,0.999827860739338,3.91225592413353e-06,-37.9342,-57.5733,-33.0850982666,-64.2612991333,810.247561590613
"639","MDQ-RGL","MDQ","RGL",1,0.999831772995262,3.91225592413353e-06,-37.9342,-57.5733,-51.6089,-69.3126,1775.72469231348
"640","MDQ-UAQ","MDQ","UAQ",1,0.999835685251186,3.91225592413353e-06,-37.9342,-57.5733,-31.571501,-68.418198,1216.05679598928
"641","MDX-PMY","MDX","PMY",1,0.99983959750711,3.91225592413353e-06,-29.2213993073,-58.0877990723,-42.7592,-65.1027,1630.76112363363
"642","MDX-PSS","MDX","PSS",1,0.999843509763035,3.91225592413353e-06,-29.2213993073,-58.0877990723,-27.3858,-55.9707,290.881688194464
"643","MDX-RES","MDX","RES",1,0.999847422018959,3.91225592413353e-06,-29.2213993073,-58.0877990723,-27.45,-59.0561,218.58009336577
"644","MDZ-NEC","MDZ","NEC",1,0.999851334274883,3.91225592413353e-06,-32.8316993713,-68.7929000854,-38.4831,-58.8172,1097.64751213752
"645","MDZ-RDS","MDZ","RDS",1,0.999855246530807,3.91225592413353e-06,-32.8316993713,-68.7929000854,-37.3905982971,-68.9041976929,507.027380311082
"646","MDZ-TDL","MDZ","TDL",1,0.999859158786731,3.91225592413353e-06,-32.8316993713,-68.7929000854,-37.2374000549,-59.2279014587,998.445381634775
"647","MDZ-USH","MDZ","USH",1,0.999863071042655,3.91225592413353e-06,-32.8316993713,-68.7929000854,-54.8433,-68.2958,2447.88784391096
"648","MDZ-VLG","MDZ","VLG",1,0.999866983298579,3.91225592413353e-06,-32.8316993713,-68.7929000854,-37.2354,-57.0292,1176.53026578954
"649","NEC-PRA","NEC","PRA",1,0.999870895554504,3.91225592413353e-06,-38.4831,-58.8172,-31.7948,-60.4804,758.883574986537
"650","NEC-REL","NEC","REL",1,0.999874807810428,3.91225592413353e-06,-38.4831,-58.8172,-43.2105,-65.2703,755.16749955773
"651","NQN-OYO","NQN","OYO",1,0.999878720066352,3.91225592413353e-06,-38.9490013123,-68.1557006836,-38.3869,-60.3297,682.099142669146
"652","NQN-PRA","NQN","PRA",1,0.999882632322276,3.91225592413353e-06,-38.9490013123,-68.1557006836,-31.7948,-60.4804,1056.08362486554
"653","NQN-RCU","NQN","RCU",1,0.9998865445782,3.91225592413353e-06,-38.9490013123,-68.1557006836,-33.0850982666,-64.2612991333,739.959013735624
"654","NQN-TUC","NQN","TUC",1,0.999890456834124,3.91225592413353e-06,-38.9490013123,-68.1557006836,-26.8409,-65.104897,1375.91113499058
"655","NQN-VME","NQN","VME",1,0.999894369090048,3.91225592413353e-06,-38.9490013123,-68.1557006836,-33.7299003601,-65.3873977661,630.997791945645
"656","OVR-RES","OVR","RES",1,0.999898281345972,3.91225592413353e-06,-36.8899993896,-60.2165985107,-27.45,-59.0561,1055.31993568427
"657","OVR-ROS","OVR","ROS",1,0.999902193601897,3.91225592413353e-06,-36.8899993896,-60.2165985107,-32.9036,-60.785,446.285245050421
"658","OYO-VDM","OYO","VDM",1,0.999906105857821,3.91225592413353e-06,-38.3869,-60.3297,-40.8692,-63.0004,358.431262251521
"659","PEH-RSA","PEH","RSA",1,0.999910018113745,3.91225592413353e-06,-35.8446,-61.8576,-36.588299,-64.275703,232.149184596139
"660","PEH-SFN","PEH","SFN",1,0.999913930369669,3.91225592413353e-06,-35.8446,-61.8576,-31.7117,-60.8117,469.60416311374
"661","PMQ-PSS","PMQ","PSS",1,0.999917842625593,3.91225592413353e-06,-46.5378990173,-70.9786987305,-27.3858,-55.9707,2502.92762989072
"662","PMQ-REL","PMQ","REL",1,0.999921754881517,3.91225592413353e-06,-46.5378990173,-70.9786987305,-43.2105,-65.2703,582.166970748969
"663","PMY-TDL","PMY","TDL",1,0.999925667137441,3.91225592413353e-06,-42.7592,-65.1027,-37.2374000549,-59.2279014587,791.660594214612
"664","PRA-RSA","PRA","RSA",1,0.999929579393366,3.91225592413353e-06,-31.7948,-60.4804,-36.588299,-64.275703,637.00438234369
"665","PRA-VDM","PRA","VDM",1,0.99993349164929,3.91225592413353e-06,-31.7948,-60.4804,-40.8692,-63.0004,1033.83302931407
"666","PSS-RAF","PSS","RAF",1,0.999937403905214,3.91225592413353e-06,-27.3858,-55.9707,-31.2825,-61.5017,689.159575380816
"667","PSS-RCQ","PSS","RCQ",1,0.999941316161138,3.91225592413353e-06,-27.3858,-55.9707,-29.2103,-59.68,415.951195065754
"668","PSS-REL","PSS","REL",1,0.999945228417062,3.91225592413353e-06,-27.3858,-55.9707,-43.2105,-65.2703,1948.49788057307
"669","PUD-REL","PUD","REL",1,0.999949140672986,3.91225592413353e-06,-47.7353,-65.9041,-43.2105,-65.2703,505.550992302502
"670","RAF-SLA","RAF","SLA",1,0.99995305292891,3.91225592413353e-06,-31.2825,-61.5017,-24.8560009003,-65.4861984253,814.353000163303
"671","RCU-RLO","RCU","RLO",1,0.999956965184835,3.91225592413353e-06,-33.0850982666,-64.2612991333,-32.3847007751,-65.1865005493,116.422108808379
"672","RCU-RSA","RCU","RSA",1,0.999960877440759,3.91225592413353e-06,-33.0850982666,-64.2612991333,-36.588299,-64.275703,389.54036509352
"673","RCU-VDM","RCU","VDM",1,0.999964789696683,3.91225592413353e-06,-33.0850982666,-64.2612991333,-40.8692,-63.0004,872.7396575893
"674","RGA-UAQ","RGA","UAQ",1,0.999968701952607,3.91225592413353e-06,-53.7777,-67.7494,-31.571501,-68.418198,2469.79477394731
"675","RGL-ROS","RGL","ROS",1,0.999972614208531,3.91225592413353e-06,-51.6089,-69.3126,-32.9036,-60.785,2191.56593759507
"676","RLO-TUC","RLO","TUC",1,0.999976526464455,3.91225592413353e-06,-32.3847007751,-65.1865005493,-26.8409,-65.104897,616.49291738362
"677","RSA-TDL","RSA","TDL",1,0.999980438720379,3.91225592413353e-06,-36.588299,-64.275703,-37.2374000549,-59.2279014587,454.488256399621
"678","RSA-VDM","RSA","VDM",1,0.999984350976303,3.91225592413353e-06,-36.588299,-64.275703,-40.8692,-63.0004,488.682969883025
"679","SFN-TUC","SFN","TUC",1,0.999988263232228,3.91225592413353e-06,-31.7117,-60.8117,-26.8409,-65.104897,683.016475277552
"680","SFN-VDR","SFN","VDR",1,0.999992175488152,3.91225592413353e-06,-31.7117,-60.8117,-31.9451999664,-65.1463012695,410.304474090976
"681","SLA-TTG","SLA","TTG",1,0.999996087744076,3.91225592413353e-06,-24.8560009003,-65.4861984253,-22.619600296,-63.7937011719,302.510100463521
"682","TUC-VME","TUC","VME",1,1,3.91225592413353e-06,-26.8409,-65.104897,-33.7299003601,-65.3873977661,766.500839887208
